Username,Comment,Comment_Date,Likes,Comment_Length,Has_Typo,Slang_Presence,Sentiment,Comment_DayOfWeek,Comment_Month,Comment_Season,Words_per_Comment,Avg_Word_Length,Engagement_rate,Sentiment_Score
medwards,The pricing was satisfactory.,2025-02-25,347,4,0,0,Neutral,Tuesday,February,Winter,4,6.5,86.75,0.0
flawson,The response time met my expectations.,2024-12-19,151,6,0,0,Pleased,Thursday,December,Winter,6,5.5,25.166666666666668,
seanyoung,Terrible product availability handling.,2024-12-05,498,4,0,0,Angry,Thursday,December,Winter,4,9.0,124.5,-2.0
harrisjeffrey,Average experience with the app usability.,2025-03-05,153,6,0,0,Neutral,Wednesday,March,Spring,6,6.166666666666667,25.5,0.0
changcourtney,The billing issues was satisfactory.,2025-01-03,254,5,0,0,Neutral,Friday,January,Winter,5,6.4,50.8,0.0
caitlinhenry,Loved the website navigation!,2023-10-03,382,4,0,0,Happy,Tuesday,October,Rainy,4,6.5,95.5,1.0
kylesanders,"The website navigation was okay, nothing special.",2024-08-22,496,7,0,0,Neutral,Thursday,August,Rainy,7,6.142857142857143,70.85714285714286,0.0
christinedelacruz,Terrible website navigation handling.,2024-10-22,19,4,0,0,Angry,Tuesday,October,Rainy,4,8.5,4.75,-2.0
mark56,Very satisfied with the technical support!,2025-02-22,292,6,0,0,Happy,Saturday,February,Winter,6,6.166666666666667,48.666666666666664,1.0
msmith,I feel sad about the payment process.,2024-11-17,254,7,0,0,Sad,Sunday,November,Fall,7,4.428571428571429,36.285714285714285,-1.0
tlivingston,Wonderful experience regarding technical support.,2025-03-29,192,5,0,0,Happy,Saturday,March,Spring,5,9.0,38.4,1.0
raymondgill,I'm disappointed with the website navigation.,2023-08-31,446,6,0,0,Sad,Thursday,August,Rainy,6,6.666666666666667,74.33333333333333,-1.0
michael10,Very satisfied with the payment process!,2025-04-26,361,6,0,0,Happy,Saturday,April,Spring,6,5.833333333333333,60.166666666666664,1.0
veronica93,Not what I expected from website navigation.,2024-06-07,477,7,0,0,Sad,Friday,June,Summer,7,5.428571428571429,68.14285714285714,-1.0
fleminganthony,Can't believe how bad the pricing was.,2025-03-05,368,7,0,0,Angry,Wednesday,March,Spring,7,4.571428571428571,52.57142857142857,-2.0
kevin02,Average experience with the return policy.,2023-08-12,173,6,0,0,Neutral,Saturday,August,Rainy,6,6.166666666666667,28.833333333333332,0.0
christopherjohnson,I'm quite pleased with the app usability.,2023-11-28,408,7,0,0,Pleased,Tuesday,November,Fall,7,5.0,58.285714285714285,
abigail81,Worst delivery experience ever.,2023-11-08,11,4,0,0,Angry,Wednesday,November,Fall,4,7.0,2.75,-2.0
stephen60,I am extremely happy with the customer service.,2024-01-22,95,8,0,0,Happy,Monday,January,Winter,8,5.0,11.875,1.0
rodriguezsherri,The delivery experience was satisfactory.,2025-01-24,198,5,0,0,Neutral,Friday,January,Winter,5,7.4,39.6,0.0
lawrenceryan,Loved the return policy!,2025-04-09,124,4,0,0,Happy,Wednesday,April,Spring,4,5.25,31.0,1.0
regina42,Wonderful experience regarding technical support.,2023-05-17,279,5,0,0,Happy,Wednesday,May,Summer,5,9.0,55.8,1.0
wcarlson,Neither good nor bad about product quality.,2024-06-30,261,7,0,0,Neutral,Sunday,June,Summer,7,5.285714285714286,37.285714285714285,0.0
chad53,Exceptional technical support experience.,2025-01-29,241,4,0,0,Happy,Wednesday,January,Winter,4,9.5,60.25,1.0
walkerchristopher,Wonderful experience regarding payment process.,2024-12-23,186,5,0,0,Happy,Monday,December,Winter,5,8.6,37.2,1.0
scurry,Pretty good technical support experience.,2024-03-06,367,5,1,0,Pleased,Wednesday,March,Spring,5,7.4,73.4,
hickmanpaul,The response time met my expectations.,2025-01-29,351,6,0,1,Pleased,Wednesday,January,Winter,6,5.5,58.5,
mariastein,Worst response time ever.,2024-08-29,36,4,0,0,Angry,Thursday,August,Rainy,4,5.5,9.0,-2.0
qhartman,Exceptional billing issues experience.,2023-07-21,228,4,0,0,Happy,Friday,July,Summer,4,8.75,57.0,1.0
barnettjames,Really angry with the support team.,2023-06-09,86,6,0,0,Angry,Friday,June,Summer,6,5.0,14.333333333333334,-2.0
iperez,Not what I expected from website navigation.,2024-05-26,255,7,0,1,Sad,Sunday,May,Summer,7,5.428571428571429,36.42857142857143,-1.0
tuckerkaitlyn,The website navigation met my expectations.,2023-11-07,25,6,0,0,Pleased,Tuesday,November,Fall,6,6.333333333333333,4.166666666666667,
bryanadriana,Very upsetting customer care experience.,2023-07-02,267,5,0,0,Sad,Sunday,July,Summer,5,7.2,53.4,-1.0
ngarcia,"The delivery experience was okay, nothing special.",2023-08-19,28,7,0,0,Neutral,Saturday,August,Rainy,7,6.285714285714286,4.0,0.0
anthonyvaldez,Worst billing issues ever.,2024-04-29,34,4,0,0,Angry,Monday,April,Spring,4,5.75,8.5,-2.0
birdpatrick,I'm disappointed with the order tracking.,2025-04-23,114,6,0,0,Sad,Wednesday,April,Spring,6,6.0,19.0,-1.0
hullmelissa,Overall pleased with the payment process.,2024-06-14,167,6,0,0,Pleased,Friday,June,Summer,6,6.0,27.833333333333332,
michaelunderwood,Average experience with the pricing.,2024-05-18,13,5,0,0,Neutral,Saturday,May,Summer,5,6.4,2.6,0.0
deborah48,The app usability met my expectations.,2024-08-24,331,6,0,0,Pleased,Saturday,August,Rainy,6,5.5,55.166666666666664,
andrewsilva,A neutral feeling towards the response time.,2024-11-10,207,7,0,0,Neutral,Sunday,November,Fall,7,5.428571428571429,29.571428571428573,0.0
walkerlinda,Overall pleased with the pricing.,2024-07-18,327,5,1,0,Pleased,Thursday,July,Summer,5,5.8,65.4,
myersdavid,Very upsetting pricing experience.,2025-04-02,380,4,0,0,Sad,Wednesday,April,Spring,4,7.75,95.0,-1.0
sandy66,Overall pleased with the support team.,2023-11-13,295,6,0,0,Pleased,Monday,November,Fall,6,5.5,49.166666666666664,
jessica95,I'm disappointed with the order tracking.,2023-08-28,390,6,0,0,Sad,Monday,August,Rainy,6,6.0,65.0,-1.0
jsmith,Wonderful experience regarding product availability.,2024-11-29,68,5,0,0,Happy,Friday,November,Fall,5,9.6,13.6,1.0
stevensrobert,Absolutely furious about the app usability!,2024-07-23,243,6,0,0,Angry,Tuesday,July,Summer,6,6.333333333333333,40.5,-2.0
kaylamiles,Terrible return policy handling.,2023-07-05,175,4,0,0,Angry,Wednesday,July,Summer,4,7.25,43.75,-2.0
lclayton,Terrible response time handling.,2024-02-04,54,4,0,0,Angry,Sunday,February,Winter,4,7.25,13.5,-2.0
jamesluna,Can't believe how bad the support team was.,2023-05-26,434,8,0,0,Angry,Friday,May,Summer,8,4.5,54.25,-2.0
stephanie51,I'm disappointed with the product availability.,2023-07-03,29,6,0,0,Sad,Monday,July,Summer,6,7.0,4.833333333333333,-1.0
johnathan72,I'm quite pleased with the customer care.,2024-02-06,309,7,0,0,Pleased,Tuesday,February,Winter,7,5.0,44.142857142857146,
jbrown,I feel sad about the delivery experience.,2025-01-01,191,7,0,0,Sad,Wednesday,January,Winter,7,5.0,27.285714285714285,-1.0
sean31,Absolutely furious about the billing issues!,2025-04-02,21,6,0,0,Angry,Wednesday,April,Spring,6,6.5,3.5,-2.0
rlawson,"The billing issues was okay, nothing special.",2023-08-22,321,7,0,0,Neutral,Tuesday,August,Rainy,7,5.571428571428571,45.857142857142854,0.0
nicholas88,Overall pleased with the product availability.,2023-11-18,148,6,0,1,Pleased,Saturday,November,Fall,6,6.833333333333333,24.666666666666668,
daniel93,Loved the payment process!,2025-02-26,134,4,0,0,Happy,Wednesday,February,Winter,4,5.75,33.5,1.0
kristensimmons,I'm disappointed with the support team.,2025-04-19,144,6,0,0,Sad,Saturday,April,Spring,6,5.666666666666667,24.0,-1.0
emily91,I am extremely happy with the return policy.,2024-03-02,401,8,1,0,Happy,Saturday,March,Spring,8,4.625,50.125,1.0
theresa59,Absolutely furious about the response time!,2024-10-11,194,6,0,0,Angry,Friday,October,Rainy,6,6.333333333333333,32.333333333333336,-2.0
raymond42,Not what I expected from support team.,2025-01-11,53,7,0,0,Sad,Saturday,January,Winter,7,4.571428571428571,7.571428571428571,-1.0
ycortez,I'm quite pleased with the customer care.,2023-06-13,241,7,1,0,Pleased,Tuesday,June,Summer,7,5.0,34.42857142857143,
stonewayne,Wonderful experience regarding technical support.,2023-10-15,95,5,0,0,Happy,Sunday,October,Rainy,5,9.0,19.0,1.0
hernandezamanda,A neutral feeling towards the support team.,2024-10-19,278,7,0,0,Neutral,Saturday,October,Rainy,7,5.285714285714286,39.714285714285715,0.0
emilybell,Regretful experience regarding pricing.,2024-02-26,443,4,0,0,Sad,Monday,February,Winter,4,9.0,110.75,-1.0
johnthompson,Really angry with the customer service.,2023-11-24,379,6,0,0,Angry,Friday,November,Fall,6,5.666666666666667,63.166666666666664,-2.0
ashley62,Can't believe how bad the response time was.,2023-07-14,14,8,0,0,Angry,Friday,July,Summer,8,4.625,1.75,-2.0
mtyler,Nice job on the delivery experience!,2024-01-18,388,6,0,0,Pleased,Thursday,January,Winter,6,5.166666666666667,64.66666666666667,
ishaw,Very upsetting order tracking experience.,2023-05-22,95,5,0,0,Sad,Monday,May,Summer,5,7.4,19.0,-1.0
justin57,Not what I expected from product availability.,2023-08-16,168,7,0,0,Sad,Wednesday,August,Rainy,7,5.714285714285714,24.0,-1.0
aarmstrong,Exceptional website navigation experience.,2023-12-27,309,4,0,0,Happy,Wednesday,December,Winter,4,9.75,77.25,1.0
deborahgarcia,I am extremely happy with the order tracking.,2023-09-11,70,8,0,0,Happy,Monday,September,Rainy,8,4.75,8.75,1.0
elizabethwilson,Exceptional order tracking experience.,2024-05-29,442,4,0,0,Happy,Wednesday,May,Summer,4,8.75,110.5,1.0
donnanichols,Exceptional product availability experience.,2023-09-13,487,4,0,0,Happy,Wednesday,September,Rainy,4,10.25,121.75,1.0
charles86,Worst return policy ever.,2024-12-10,354,4,0,0,Angry,Tuesday,December,Winter,4,5.5,88.5,-2.0
kgreen,Not what I expected from response time.,2025-01-16,378,7,0,0,Sad,Thursday,January,Winter,7,4.714285714285714,54.0,-1.0
lauren63,Exceptional customer service experience.,2024-02-02,439,4,0,0,Happy,Friday,February,Winter,4,9.25,109.75,1.0
moranlinda,A neutral feeling towards the product availability.,2024-04-17,415,7,0,0,Neutral,Wednesday,April,Spring,7,6.428571428571429,59.285714285714285,0.0
qpitts,Overall pleased with the pricing.,2024-11-01,496,5,0,0,Pleased,Friday,November,Fall,5,5.8,99.2,
salinasbrian,Exceptional billing issues experience.,2023-06-02,213,4,0,0,Happy,Friday,June,Summer,4,8.75,53.25,1.0
rjohnson,Pretty good pricing experience.,2023-11-18,263,4,0,0,Pleased,Saturday,November,Fall,4,7.0,65.75,
gilbertrebecca,Pretty good support team experience.,2024-04-10,468,5,0,0,Pleased,Wednesday,April,Spring,5,6.4,93.6,
atkinssarah,Neither good nor bad about app usability.,2023-08-06,118,7,1,0,Neutral,Sunday,August,Rainy,7,5.0,16.857142857142858,0.0
daniellebuck,Pretty good customer care experience.,2023-12-09,306,5,0,1,Pleased,Saturday,December,Winter,5,6.6,61.2,
vsalazar,I'm quite pleased with the return policy.,2023-07-08,347,7,0,0,Pleased,Saturday,July,Summer,7,5.0,49.57142857142857,
ilong,Pretty good billing issues experience.,2024-05-27,345,5,0,0,Pleased,Monday,May,Summer,5,6.8,69.0,
rhonda15,Overall pleased with the customer care.,2023-11-23,455,6,0,0,Pleased,Thursday,November,Fall,6,5.666666666666667,75.83333333333333,
kellerkathleen,Not what I expected from pricing.,2024-10-03,445,6,1,1,Sad,Thursday,October,Rainy,6,4.666666666666667,74.16666666666667,-1.0
nmoore,"The app usability was okay, nothing special.",2023-05-30,208,7,0,0,Neutral,Tuesday,May,Summer,7,5.428571428571429,29.714285714285715,0.0
edwardsjames,Absolutely furious about the product quality!,2023-11-08,258,6,1,0,Angry,Wednesday,November,Fall,6,6.666666666666667,43.0,-2.0
david98,Loved the support team!,2024-07-08,299,4,0,0,Happy,Monday,July,Summer,4,5.0,74.75,1.0
kimberly68,Really angry with the customer service.,2024-03-31,423,6,1,0,Angry,Sunday,March,Spring,6,5.666666666666667,70.5,-2.0
lweber,I'm quite pleased with the product quality.,2025-04-10,337,7,0,0,Pleased,Thursday,April,Spring,7,5.285714285714286,48.142857142857146,
mullinsbrittany,Pretty good customer service experience.,2023-11-19,55,5,0,0,Pleased,Sunday,November,Fall,5,7.2,11.0,
rrojas,The technical support was satisfactory.,2024-09-26,168,5,0,0,Neutral,Thursday,September,Rainy,5,7.0,33.6,0.0
caroline07,Terrible technical support handling.,2023-06-08,167,4,0,0,Angry,Thursday,June,Summer,4,8.25,41.75,-2.0
maciasgregory,Loved the order tracking!,2025-04-18,92,4,0,0,Happy,Friday,April,Spring,4,5.5,23.0,1.0
fjones,Wonderful experience regarding technical support.,2024-02-24,417,5,0,0,Happy,Saturday,February,Winter,5,9.0,83.4,1.0
rstrickland,Very satisfied with the billing issues!,2024-01-16,117,6,0,0,Happy,Tuesday,January,Winter,6,5.666666666666667,19.5,1.0
jonesjohn,Loved the app usability!,2023-08-08,360,4,0,0,Happy,Tuesday,August,Rainy,4,5.25,90.0,1.0
louis15,Pretty good order tracking experience.,2024-08-15,134,5,0,0,Pleased,Thursday,August,Rainy,5,6.8,26.8,
rhondaodonnell,I'm quite pleased with the order tracking.,2023-08-28,50,7,0,0,Pleased,Monday,August,Rainy,7,5.142857142857143,7.142857142857143,
karenhernandez,Loved the pricing!,2025-04-03,489,3,0,0,Happy,Thursday,April,Spring,3,5.333333333333333,163.0,1.0
steven17,Exceptional customer care experience.,2023-05-31,239,4,0,0,Happy,Wednesday,May,Summer,4,8.5,59.75,1.0
tabbott,Very satisfied with the support team!,2024-07-27,244,6,0,0,Happy,Saturday,July,Summer,6,5.333333333333333,40.666666666666664,1.0
ggreen,Average experience with the payment process.,2024-12-07,15,6,0,0,Neutral,Saturday,December,Winter,6,6.5,2.5,0.0
ywilcox,Regretful experience regarding return policy.,2024-02-23,220,5,1,0,Sad,Friday,February,Winter,5,8.2,44.0,-1.0
ashleymiller,I'm disappointed with the product quality.,2024-09-20,435,6,0,0,Sad,Friday,September,Rainy,6,6.166666666666667,72.5,-1.0
micheleprice,I'm disappointed with the website navigation.,2024-07-02,207,6,0,0,Sad,Tuesday,July,Summer,6,6.666666666666667,34.5,-1.0
sramos,A neutral feeling towards the order tracking.,2024-09-27,57,7,1,1,Neutral,Friday,September,Rainy,7,5.571428571428571,8.142857142857142,0.0
fowlerjohn,Exceptional pricing experience.,2024-01-10,118,3,0,0,Happy,Wednesday,January,Winter,3,9.666666666666666,39.333333333333336,1.0
william35,Not what I expected from customer service.,2024-01-18,360,7,1,0,Sad,Thursday,January,Winter,7,5.142857142857143,51.42857142857143,-1.0
carlsonbeverly,Can't believe how bad the app usability was.,2025-02-10,446,8,0,0,Angry,Monday,February,Winter,8,4.625,55.75,-2.0
rwatson,I'm quite pleased with the pricing.,2024-11-02,447,6,0,0,Pleased,Saturday,November,Fall,6,5.0,74.5,
crossjason,I'm disappointed with the customer care.,2024-07-21,156,6,0,0,Sad,Sunday,July,Summer,6,5.833333333333333,26.0,-1.0
hendersonwilliam,Can't believe how bad the support team was.,2024-05-04,356,8,0,0,Angry,Saturday,May,Summer,8,4.5,44.5,-2.0
leheather,Nice job on the billing issues!,2023-06-14,238,6,0,0,Pleased,Wednesday,June,Summer,6,4.333333333333333,39.666666666666664,
davidbrian,I feel sad about the return policy.,2023-10-09,51,7,0,0,Sad,Monday,October,Rainy,7,4.142857142857143,7.285714285714286,-1.0
patrick29,Wonderful experience regarding pricing.,2024-11-04,327,4,0,0,Happy,Monday,November,Fall,4,9.0,81.75,1.0
devin49,Worst return policy ever.,2023-11-09,214,4,1,0,Angry,Thursday,November,Fall,4,5.5,53.5,-2.0
wlewis,Neither good nor bad about app usability.,2024-03-31,310,7,0,0,Neutral,Sunday,March,Spring,7,5.0,44.285714285714285,0.0
alexanderwilliam,The technical support was satisfactory.,2024-03-27,94,5,1,0,Neutral,Wednesday,March,Spring,5,7.0,18.8,0.0
trannicole,I am extremely happy with the technical support.,2025-01-31,204,8,0,0,Happy,Friday,January,Winter,8,5.125,25.5,1.0
qjordan,A neutral feeling towards the customer service.,2024-07-18,230,7,0,0,Neutral,Thursday,July,Summer,7,5.857142857142857,32.857142857142854,0.0
stacystevens,Loved the order tracking!,2024-05-24,354,4,0,0,Happy,Friday,May,Summer,4,5.5,88.5,1.0
masonryan,The customer service was satisfactory.,2023-07-30,229,5,0,0,Neutral,Sunday,July,Summer,5,6.8,45.8,0.0
ccooper,Neither good nor bad about product availability.,2025-01-02,49,7,0,0,Neutral,Thursday,January,Winter,7,6.0,7.0,0.0
ycombs,"The pricing was okay, nothing special.",2024-09-19,455,6,0,0,Neutral,Thursday,September,Rainy,6,5.5,75.83333333333333,0.0
richard37,"The product quality was okay, nothing special.",2024-03-03,314,7,0,0,Neutral,Sunday,March,Spring,7,5.714285714285714,44.857142857142854,0.0
jasonwilcox,Absolutely furious about the delivery experience!,2024-09-05,292,6,0,0,Angry,Thursday,September,Rainy,6,7.333333333333333,48.666666666666664,-2.0
wrightdavid,Really angry with the customer care.,2024-05-09,25,6,0,0,Angry,Thursday,May,Summer,6,5.166666666666667,4.166666666666667,-2.0
ogray,Neither good nor bad about app usability.,2023-10-01,125,7,0,0,Neutral,Sunday,October,Rainy,7,5.0,17.857142857142858,0.0
stuartlaura,Very upsetting app usability experience.,2024-08-25,103,5,0,0,Sad,Sunday,August,Rainy,5,7.2,20.6,-1.0
mia75,Very upsetting payment process experience.,2024-07-07,53,5,0,0,Sad,Sunday,July,Summer,5,7.6,10.6,-1.0
jeffreysanders,Can't believe how bad the app usability was.,2025-04-21,158,8,0,0,Angry,Monday,April,Spring,8,4.625,19.75,-2.0
catherineobrien,Regretful experience regarding customer care.,2025-04-14,410,5,0,0,Sad,Monday,April,Spring,5,8.2,82.0,-1.0
stewartjennifer,Not what I expected from product availability.,2024-10-19,451,7,0,0,Sad,Saturday,October,Rainy,7,5.714285714285714,64.42857142857143,-1.0
rebekahmartinez,A neutral feeling towards the customer care.,2023-06-09,367,7,0,0,Neutral,Friday,June,Summer,7,5.428571428571429,52.42857142857143,0.0
floressteven,Neither good nor bad about pricing.,2023-10-26,471,6,0,0,Neutral,Thursday,October,Rainy,6,5.0,78.5,0.0
gordonmichelle,The app usability was satisfactory.,2024-04-08,260,5,0,0,Neutral,Monday,April,Spring,5,6.2,52.0,0.0
toddwagner,Pretty good customer service experience.,2025-02-06,486,5,0,0,Pleased,Thursday,February,Winter,5,7.2,97.2,
edward91,Can't believe how bad the website navigation was.,2023-08-20,80,8,0,0,Angry,Sunday,August,Rainy,8,5.25,10.0,-2.0
summerssandra,A neutral feeling towards the product availability.,2024-10-13,97,7,0,0,Neutral,Sunday,October,Rainy,7,6.428571428571429,13.857142857142858,0.0
hortonmatthew,Nice job on the app usability!,2024-04-19,81,6,0,0,Pleased,Friday,April,Spring,6,4.166666666666667,13.5,
ruizheather,I'm quite pleased with the payment process.,2023-06-05,46,7,0,0,Pleased,Monday,June,Summer,7,5.285714285714286,6.571428571428571,
lglenn,Neither good nor bad about pricing.,2024-01-09,261,6,0,0,Neutral,Tuesday,January,Winter,6,5.0,43.5,0.0
johnsonmegan,Overall pleased with the response time.,2024-01-28,347,6,0,0,Pleased,Sunday,January,Winter,6,5.666666666666667,57.833333333333336,
sandovaljoshua,Exceptional delivery experience experience.,2025-01-16,472,4,0,0,Happy,Thursday,January,Winter,4,10.0,118.0,1.0
colemanjamie,I'm quite pleased with the website navigation.,2024-12-07,378,7,0,1,Pleased,Saturday,December,Winter,7,5.714285714285714,54.0,
richardjohnson,Nice job on the delivery experience!,2024-04-08,163,6,0,0,Pleased,Monday,April,Spring,6,5.166666666666667,27.166666666666668,
andrew99,Average experience with the technical support.,2024-05-16,324,6,0,0,Neutral,Thursday,May,Summer,6,6.833333333333333,54.0,0.0
michaelhill,Pretty good customer care experience.,2023-05-20,397,5,0,0,Pleased,Saturday,May,Summer,5,6.6,79.4,
escobaramanda,Very upsetting technical support experience.,2025-03-16,100,5,0,0,Sad,Sunday,March,Spring,5,8.0,20.0,-1.0
deannagarza,Very upsetting payment process experience.,2024-05-10,10,5,0,0,Sad,Friday,May,Summer,5,7.6,2.0,-1.0
phillipbradley,Worst billing issues ever.,2024-11-25,194,4,0,1,Angry,Monday,November,Fall,4,5.75,48.5,-2.0
samuelwheeler,"The response time was okay, nothing special.",2024-05-19,283,7,0,1,Neutral,Sunday,May,Summer,7,5.428571428571429,40.42857142857143,0.0
david14,The delivery experience was satisfactory.,2024-10-12,371,5,0,0,Neutral,Saturday,October,Rainy,5,7.4,74.2,0.0
atrujillo,Overall pleased with the pricing.,2024-07-19,55,5,0,0,Pleased,Friday,July,Summer,5,5.8,11.0,
quinnkatelyn,A neutral feeling towards the customer care.,2025-01-17,401,7,0,0,Neutral,Friday,January,Winter,7,5.428571428571429,57.285714285714285,0.0
justinmoore,Really angry with the website navigation.,2024-12-24,130,6,0,0,Angry,Tuesday,December,Winter,6,6.0,21.666666666666668,-2.0
natalie37,Nice job on the billing issues!,2024-10-12,242,6,0,0,Pleased,Saturday,October,Rainy,6,4.333333333333333,40.333333333333336,
johnsonsally,I am extremely happy with the payment process.,2023-12-07,388,8,1,0,Happy,Thursday,December,Winter,8,4.875,48.5,1.0
kdelgado,Average experience with the customer care.,2025-01-17,399,6,0,0,Neutral,Friday,January,Winter,6,6.166666666666667,66.5,0.0
dorissanchez,Can't believe how bad the product quality was.,2025-04-19,166,8,0,1,Angry,Saturday,April,Spring,8,4.875,20.75,-2.0
phillipssherry,Can't believe how bad the support team was.,2024-03-17,61,8,0,0,Angry,Sunday,March,Spring,8,4.5,7.625,-2.0
theodorefernandez,The product availability met my expectations.,2025-04-06,58,6,0,0,Pleased,Sunday,April,Spring,6,6.666666666666667,9.666666666666666,
clayton39,Neither good nor bad about billing issues.,2023-12-03,21,7,0,0,Neutral,Sunday,December,Winter,7,5.142857142857143,3.0,0.0
gregory16,I'm quite pleased with the delivery experience.,2023-09-15,232,7,0,0,Pleased,Friday,September,Rainy,7,5.857142857142857,33.142857142857146,
campbellcarrie,I feel sad about the pricing.,2025-01-31,477,6,0,0,Sad,Friday,January,Winter,6,4.0,79.5,-1.0
smithcharles,The billing issues met my expectations.,2024-06-26,225,6,0,0,Pleased,Wednesday,June,Summer,6,5.666666666666667,37.5,
michael10,A neutral feeling towards the response time.,2023-12-15,400,7,0,0,Neutral,Friday,December,Winter,7,5.428571428571429,57.142857142857146,0.0
walkerjoseph,I'm disappointed with the pricing.,2023-06-24,122,5,0,0,Sad,Saturday,June,Summer,5,6.0,24.4,-1.0
estevens,I'm quite pleased with the delivery experience.,2024-03-29,154,7,0,0,Pleased,Friday,March,Spring,7,5.857142857142857,22.0,
melissajohnson,Neither good nor bad about order tracking.,2024-03-11,300,7,0,0,Neutral,Monday,March,Spring,7,5.142857142857143,42.857142857142854,0.0
pcantrell,I'm disappointed with the support team.,2025-04-05,158,6,0,0,Sad,Saturday,April,Spring,6,5.666666666666667,26.333333333333332,-1.0
estesrebecca,Neither good nor bad about pricing.,2024-09-04,301,6,0,0,Neutral,Wednesday,September,Rainy,6,5.0,50.166666666666664,0.0
alecmcdonald,Pretty good website navigation experience.,2023-10-30,71,5,0,0,Pleased,Monday,October,Rainy,5,7.6,14.2,
jeffreyhamilton,Worst payment process ever.,2025-01-10,378,4,0,0,Angry,Friday,January,Winter,4,6.0,94.5,-2.0
michael64,I am extremely happy with the support team.,2024-02-27,267,8,0,0,Happy,Tuesday,February,Winter,8,4.5,33.375,1.0
pmiller,I feel sad about the return policy.,2024-04-14,422,7,0,0,Sad,Sunday,April,Spring,7,4.142857142857143,60.285714285714285,-1.0
veronica87,Pretty good customer service experience.,2023-07-19,437,5,0,0,Pleased,Wednesday,July,Summer,5,7.2,87.4,
chapmanbarbara,Regretful experience regarding pricing.,2024-12-11,47,4,0,0,Sad,Wednesday,December,Winter,4,9.0,11.75,-1.0
gonzalezjohn,Very upsetting customer care experience.,2023-08-18,424,5,0,0,Sad,Friday,August,Rainy,5,7.2,84.8,-1.0
rebeccascott,I am extremely happy with the website navigation.,2024-11-02,325,8,0,0,Happy,Saturday,November,Fall,8,5.25,40.625,1.0
monicabrady,"The delivery experience was okay, nothing special.",2024-09-03,174,7,0,0,Neutral,Tuesday,September,Rainy,7,6.285714285714286,24.857142857142858,0.0
robertlucas,Very upsetting product availability experience.,2024-11-27,489,5,0,0,Sad,Wednesday,November,Fall,5,8.6,97.8,-1.0
phernandez,Not what I expected from customer service.,2025-04-25,250,7,0,0,Sad,Friday,April,Spring,7,5.142857142857143,35.714285714285715,-1.0
jasonhall,The customer service met my expectations.,2025-01-22,18,6,0,0,Pleased,Wednesday,January,Winter,6,6.0,3.0,
jennifer95,Average experience with the product quality.,2024-06-15,147,6,0,0,Neutral,Saturday,June,Summer,6,6.5,24.5,0.0
kathleen74,The customer care was satisfactory.,2025-03-22,444,5,0,0,Neutral,Saturday,March,Spring,5,6.2,88.8,0.0
markwheeler,Very satisfied with the customer care!,2023-12-26,156,6,0,0,Happy,Tuesday,December,Winter,6,5.5,26.0,1.0
monica60,The website navigation met my expectations.,2023-10-23,408,6,0,0,Pleased,Monday,October,Rainy,6,6.333333333333333,68.0,
warnertony,Worst support team ever.,2025-01-12,411,4,0,0,Angry,Sunday,January,Winter,4,5.25,102.75,-2.0
matthew86,Exceptional order tracking experience.,2024-11-17,37,4,0,0,Happy,Sunday,November,Fall,4,8.75,9.25,1.0
james87,Absolutely furious about the support team!,2025-03-05,66,6,0,0,Angry,Wednesday,March,Spring,6,6.166666666666667,11.0,-2.0
jack58,Pretty good return policy experience.,2023-06-05,277,5,0,0,Pleased,Monday,June,Summer,5,6.6,55.4,
stacymoore,Really angry with the pricing.,2024-03-12,468,5,0,0,Angry,Tuesday,March,Spring,5,5.2,93.6,-2.0
hollanddonald,Wonderful experience regarding pricing.,2023-07-06,402,4,0,0,Happy,Thursday,July,Summer,4,9.0,100.5,1.0
charles57,Absolutely furious about the customer care!,2024-05-14,204,6,0,0,Angry,Tuesday,May,Summer,6,6.333333333333333,34.0,-2.0
chloegarner,Average experience with the app usability.,2023-05-11,231,6,0,0,Neutral,Thursday,May,Summer,6,6.166666666666667,38.5,0.0
gregorygibson,Pretty good response time experience.,2024-08-02,181,5,0,0,Pleased,Friday,August,Rainy,5,6.6,36.2,
debbie40,Very upsetting customer care experience.,2024-10-21,399,5,0,0,Sad,Monday,October,Rainy,5,7.2,79.8,-1.0
zwilliams,The payment process was satisfactory.,2025-01-16,279,5,0,0,Neutral,Thursday,January,Winter,5,6.6,55.8,0.0
herrerajerry,Very upsetting payment process experience.,2024-04-23,460,5,0,0,Sad,Tuesday,April,Spring,5,7.6,92.0,-1.0
urocha,I am extremely happy with the billing issues.,2023-08-05,437,8,0,0,Happy,Saturday,August,Rainy,8,4.75,54.625,1.0
andrew84,Pretty good payment process experience.,2024-06-28,115,5,0,1,Pleased,Friday,June,Summer,5,7.0,23.0,
qwilliams,"The technical support was okay, nothing special.",2023-07-08,136,7,0,0,Neutral,Saturday,July,Summer,7,6.0,19.428571428571427,0.0
vdavis,Exceptional delivery experience experience.,2024-06-01,422,4,0,0,Happy,Saturday,June,Summer,4,10.0,105.5,1.0
lisafischer,I'm disappointed with the website navigation.,2024-09-19,438,6,0,0,Sad,Thursday,September,Rainy,6,6.666666666666667,73.0,-1.0
banksjason,Exceptional product quality experience.,2023-06-05,359,4,0,0,Happy,Monday,June,Summer,4,9.0,89.75,1.0
katherine43,Exceptional customer care experience.,2025-01-03,245,4,0,0,Happy,Friday,January,Winter,4,8.5,61.25,1.0
