Username,Comment,Comment_Date,Likes,Comment_Length,Has_Typo,Slang_Presence,Sentiment,Comment_DayOfWeek,Comment_Month,Comment_Season,Words_per_Comment,Avg_Word_Length,Engagement_rate,Sentiment_Score,Sentiment_Score_Noisy
aarmstrong,Excepitonal website navigation expereince.,2023-12-27,309,4,0,0,Happy,Wednesday,December,Winter,4,9.75,77.25,1.0,1.0
deborahgarcia,I am extremelyh appy with the orde rtracking.,2023-09-11,70,8,0,0,Happy,Monday,September,Rainy,8,4.75,8.75,1.0,1.0
elizabethwilson,Execptional order tracking experience.,2024-05-29,442,4,0,0,Happy,Wednesday,May,Summer,4,8.75,110.5,1.0,1.0
donnanichols,Exceptionalp roduct availaiblity experience.,2023-09-13,487,4,0,0,Happy,Wednesday,September,Rainy,4,10.25,121.75,1.0,1.0
charles86,Worstr eturn policy ever.,2024-12-10,354,4,0,0,Angry,Tuesday,December,Winter,4,5.5,88.5,-2.0,-2.0
kgreen,No twhat I expected from response time.,2025-01-16,378,7,0,0,Sad,Thursday,January,Winter,7,4.714285714285714,54.0,-1.0,-1.0
lauren63,Exceptional customer servcie exeprience.,2024-02-02,439,4,0,0,Happy,Friday,February,Winter,4,9.25,109.75,1.0,-1.0
moranlinda,A neutral feeling towards the product availabiltiy.,2024-04-17,415,7,0,0,Neutral,Wednesday,April,Spring,7,6.428571428571429,59.285714285714285,0.0,0.0
qpitts,Overall pleased wiht the pricing.,2024-11-01,496,5,0,0,Pleased,Friday,November,Fall,5,5.8,99.2,,
salinasbrian,Execptional billing issues experience.,2023-06-02,213,4,0,0,Happy,Friday,June,Summer,4,8.75,53.25,1.0,1.0
rjohnson,rPetty good pricing experience.,2023-11-18,263,4,0,0,Pleased,Saturday,November,Fall,4,7.0,65.75,,
gilbertrebecca,Pretty good supportt eam experience.,2024-04-10,468,5,0,0,Pleased,Wednesday,April,Spring,5,6.4,93.6,,
atkinssarah,Neither good nor bad about app usabiilyt.,2023-08-06,118,7,1,0,Neutral,Sunday,August,Rainy,7,5.0,16.857142857142858,0.0,0.0
daniellebuck,Prettyg ood customer care experience.,2023-12-09,306,5,0,1,Pleased,Saturday,December,Winter,5,6.6,61.2,,
vsalazar,I'm quite pleased iwt hthe return policy.,2023-07-08,347,7,0,0,Pleased,Saturday,July,Summer,7,5.0,49.57142857142857,,
ilong,Pretty good billing issues exeprience.,2024-05-27,345,5,0,0,Pleased,Monday,May,Summer,5,6.8,69.0,,
rhonda15,Overall pleased w/ the customer acre.,2023-11-23,455,6,0,0,Pleased,Thursday,November,Fall,6,5.666666666666667,75.83333333333333,,
kellerkathleen,Not what I expected from pricin.g,2024-10-03,445,6,1,1,Sad,Thursday,October,Rainy,6,4.666666666666667,74.16666666666667,-1.0,-1.0
nmoore,"The app suability was okay, nothnig special.",2023-05-30,208,7,0,0,Neutral,Tuesday,May,Summer,7,5.428571428571429,29.714285714285715,0.0,0.0
edwardsjames,Absolutely furiou sabout the rpoduct quality!,2023-11-08,258,6,1,0,Angry,Wednesday,November,Fall,6,6.666666666666667,43.0,-2.0,-2.0
david98,Loved hte support team!,2024-07-08,299,4,0,0,Happy,Monday,July,Summer,4,5.0,74.75,1.0,1.0
kimberly68,Really nagry with the customer service.,2024-03-31,423,6,1,0,Angry,Sunday,March,Spring,6,5.666666666666667,70.5,-2.0,-2.0
lweber,I'm quite lpeased wit hthe product quality.,2025-04-10,337,7,0,0,Pleased,Thursday,April,Spring,7,5.285714285714286,48.142857142857146,,
mullinsbrittany,Pretty good custmoer service xeperience.,2023-11-19,55,5,0,0,Pleased,Sunday,November,Fall,5,7.2,11.0,,
rrojas,The technicla support was satisfactory.,2024-09-26,168,5,0,0,Neutral,Thursday,September,Rainy,5,7.0,33.6,0.0,0.0
caroline07,eTrrible technical support handling.,2023-06-08,167,4,0,0,Angry,Thursday,June,Summer,4,8.25,41.75,-2.0,-2.0
maciasgregory,Loved the order trackin!g,2025-04-18,92,4,0,0,Happy,Friday,April,Spring,4,5.5,23.0,1.0,1.0
fjones,Wonderful experienec ergarding technical support.,2024-02-24,417,5,0,0,Happy,Saturday,February,Winter,5,9.0,83.4,1.0,1.0
rstrickland,Very satisfied with the billing issuse!,2024-01-16,117,6,0,0,Happy,Tuesday,January,Winter,6,5.666666666666667,19.5,1.0,1.0
jonesjohn,Loved the app usabiliyt!,2023-08-08,360,4,0,0,Happy,Tuesday,August,Rainy,4,5.25,90.0,1.0,-1.0
louis15,Pretty good roder tracking experience.,2024-08-15,134,5,0,0,Pleased,Thursday,August,Rainy,5,6.8,26.8,,
rhondaodonnell,I'm quite pelased w/ the order trackign.,2023-08-28,50,7,0,0,Pleased,Monday,August,Rainy,7,5.142857142857143,7.142857142857143,,
karenhernandez,Loved the pricing!,2025-04-03,489,3,0,0,Happy,Thursday,April,Spring,3,5.333333333333333,163.0,1.0,1.0
steven17,Exceptional customer caree xperience.,2023-05-31,239,4,0,0,Happy,Wednesday,May,Summer,4,8.5,59.75,1.0,1.0
tabbott,Very satisfied with the supoprt team!,2024-07-27,244,6,0,0,Happy,Saturday,July,Summer,6,5.333333333333333,40.66666666666666,1.0,1.0
ggreen,Average experience wtih the paymnet process.,2024-12-07,15,6,0,0,Neutral,Saturday,December,Winter,6,6.5,2.5,0.0,0.0
ywilcox,Regreftul experience regadring return policy.,2024-02-23,220,5,1,0,Sad,Friday,February,Winter,5,8.2,44.0,-1.0,-1.0
ashleymiller,I'm diaspponited with the product quality.,2024-09-20,435,6,0,0,Sad,Friday,September,Rainy,6,6.166666666666667,72.5,-1.0,-1.0
micheleprice,I'm disappointed with the webstie navigation.,2024-07-02,207,6,0,0,Sad,Tuesday,July,Summer,6,6.666666666666667,34.5,-1.0,-1.0
sramos,A neutral feelign toawrds the order tracking.,2024-09-27,57,7,1,1,Neutral,Friday,September,Rainy,7,5.571428571428571,8.142857142857142,0.0,0.0
fowlerjohn,xEceptional pricing experience.,2024-01-10,118,3,0,0,Happy,Wednesday,January,Winter,3,9.666666666666666,39.333333333333336,1.0,1.0
william35,Not what I expecetd fromc ustomer service.,2024-01-18,360,7,1,0,Sad,Thursday,January,Winter,7,5.142857142857143,51.42857142857143,-1.0,-1.0
carlsonbeverly,Can't believe hwo bad the ap pusability was.,2025-02-10,446,8,0,0,Angry,Monday,February,Winter,8,4.625,55.75,-2.0,-1.0
rwatson,I'm quite pleasedw ith the pricing.,2024-11-02,447,6,0,0,Pleased,Saturday,November,Fall,6,5.0,74.5,,
crossjason,I'm disappointed wihtt he customer care.,2024-07-21,156,6,0,0,Sad,Sunday,July,Summer,6,5.833333333333333,26.0,-1.0,-1.0
hendersonwilliam,Can't believe how bad the support te amwas.,2024-05-04,356,8,0,0,Angry,Saturday,May,Summer,8,4.5,44.5,-2.0,-2.0
leheather,iNce job on the billing issues!,2023-06-14,238,6,0,0,Pleased,Wednesday,June,Summer,6,4.333333333333333,39.66666666666666,,
davidbrian,I feel sad aboutt he return policy.,2023-10-09,51,7,0,0,Sad,Monday,October,Rainy,7,4.142857142857143,7.285714285714286,-1.0,-1.0
patrick29,Wonderful experience reagrding pricing.,2024-11-04,327,4,0,0,Happy,Monday,November,Fall,4,9.0,81.75,1.0,1.0
devin49,Worst return policy evre.,2023-11-09,214,4,1,0,Angry,Thursday,November,Fall,4,5.5,53.5,-2.0,-2.0
wlewis,Neihter good no rbad about app usability.,2024-03-31,310,7,0,0,Neutral,Sunday,March,Spring,7,5.0,44.285714285714285,0.0,0.0
alexanderwilliam,The tecnhical support was satisfactory.,2024-03-27,94,5,1,0,Neutral,Wednesday,March,Spring,5,7.0,18.8,0.0,0.0
trannicole,I am extremely happ ywith thet echnical support.,2025-01-31,204,8,0,0,Happy,Friday,January,Winter,8,5.125,25.5,1.0,1.0
qjordan,A neutral efeling towardst he customer service.,2024-07-18,230,7,0,0,Neutral,Thursday,July,Summer,7,5.857142857142857,32.857142857142854,0.0,0.0
stacystevens,Loved the order tracknig!,2024-05-24,354,4,0,0,Happy,Friday,May,Summer,4,5.5,88.5,1.0,1.0
masonryan,The customer service was satisfatcory.,2023-07-30,229,5,0,0,Neutral,Sunday,July,Summer,5,6.8,45.8,0.0,0.0
ccooper,Neither good nor ba dabout product availabiliyt.,2025-01-02,49,7,0,0,Neutral,Thursday,January,Winter,7,6.0,7.0,0.0,0.0
ycombs,"The priicng was okay, nothing special.",2024-09-19,455,6,0,0,Neutral,Thursday,September,Rainy,6,5.5,75.83333333333333,0.0,0.0
richard37,"The product qualit ywas okay, nothing spceial.",2024-03-03,314,7,0,0,Neutral,Sunday,March,Spring,7,5.714285714285714,44.85714285714285,0.0,0.0
jasonwilcox,Absolutely furious abou tthe delivery epxerience!,2024-09-05,292,6,0,0,Angry,Thursday,September,Rainy,6,7.333333333333333,48.66666666666666,-2.0,-2.0
wrightdavid,Really angry wtih the customer care.,2024-05-09,25,6,0,0,Angry,Thursday,May,Summer,6,5.166666666666667,4.166666666666667,-2.0,-2.0
ogray,Neither ogod nro bad about app usability.,2023-10-01,125,7,0,0,Neutral,Sunday,October,Rainy,7,5.0,17.857142857142858,0.0,0.0
stuartlaura,Very upsetting app usability epxerience.,2024-08-25,103,5,0,0,Sad,Sunday,August,Rainy,5,7.2,20.6,-1.0,-1.0
mia75,Very upsetting payment proces sexperiecne.,2024-07-07,53,5,0,0,Sad,Sunday,July,Summer,5,7.6,10.6,-1.0,-1.0
jeffreysanders,Can't believe how bad teh pap usability was.,2025-04-21,158,8,0,0,Angry,Monday,April,Spring,8,4.625,19.75,-2.0,-2.0
catherineobrien,Regretful experience regardingc ustmoer care.,2025-04-14,410,5,0,0,Sad,Monday,April,Spring,5,8.2,82.0,-1.0,-1.0
stewartjennifer,Not what I expected from product aavilabiltiy.,2024-10-19,451,7,0,0,Sad,Saturday,October,Rainy,7,5.714285714285714,64.42857142857143,-1.0,-1.0
rebekahmartinez,A neutral feeilgn towards the customer care.,2023-06-09,367,7,0,0,Neutral,Friday,June,Summer,7,5.428571428571429,52.42857142857143,0.0,0.0
floressteven,Neithre good nor bad about pricing.,2023-10-26,471,6,0,0,Neutral,Thursday,October,Rainy,6,5.0,78.5,0.0,0.0
gordonmichelle,The app usability was satisfactor.y,2024-04-08,260,5,0,0,Neutral,Monday,April,Spring,5,6.2,52.0,0.0,0.0
toddwagner,Pretty good customer servicee xpeirence.,2025-02-06,486,5,0,0,Pleased,Thursday,February,Winter,5,7.2,97.2,,
edward91,Can't believe how bad teh website navigation aws.,2023-08-20,80,8,0,0,Angry,Sunday,August,Rainy,8,5.25,10.0,-2.0,-2.0
summerssandra,A netural feeling towards the produc tavailability.,2024-10-13,97,7,0,0,Neutral,Sunday,October,Rainy,7,6.428571428571429,13.857142857142858,0.0,0.0
hortonmatthew,Nic ejob on the app usability!,2024-04-19,81,6,0,0,Pleased,Friday,April,Spring,6,4.166666666666667,13.5,,
ruizheather,I'mq uite pleased with the payment rpocess.,2023-06-05,46,7,0,0,Pleased,Monday,June,Summer,7,5.285714285714286,6.571428571428571,,
lglenn,Neither good nor bad about pricign.,2024-01-09,261,6,0,0,Neutral,Tuesday,January,Winter,6,5.0,43.5,0.0,0.0
johnsonmegan,Overall pleaesd with the response time.,2024-01-28,347,6,0,0,Pleased,Sunday,January,Winter,6,5.666666666666667,57.833333333333336,,
sandovaljoshua,Exceptional delivery experience exepirence.,2025-01-16,472,4,0,0,Happy,Thursday,January,Winter,4,10.0,118.0,1.0,1.0
colemanjamie,I'm quitepl eased with the website navigation.,2024-12-07,378,7,0,1,Pleased,Saturday,December,Winter,7,5.714285714285714,54.0,,
richardjohnson,Nice job on the delievry experience!,2024-04-08,163,6,0,0,Pleased,Monday,April,Spring,6,5.166666666666667,27.166666666666668,,
andrew99,Average experience with the etchncial support.,2024-05-16,324,6,0,0,Neutral,Thursday,May,Summer,6,6.833333333333333,54.0,0.0,0.0
michaelhill,Pretty ogod customer care experience.,2023-05-20,397,5,0,0,Pleased,Saturday,May,Summer,5,6.6,79.4,,
escobaramanda,Very upsettin gtechnical support expeirence.,2025-03-16,100,5,0,0,Sad,Sunday,March,Spring,5,8.0,20.0,-1.0,-2.0
deannagarza,Very pusetting payment process xeperience.,2024-05-10,10,5,0,0,Sad,Friday,May,Summer,5,7.6,2.0,-1.0,1.0
phillipbradley,Worst billing isuses ever.,2024-11-25,194,4,0,1,Angry,Monday,November,Fall,4,5.75,48.5,-2.0,-2.0
samuelwheeler,"Ther esponse time was okay, onthing special.",2024-05-19,283,7,0,1,Neutral,Sunday,May,Summer,7,5.428571428571429,40.42857142857143,0.0,0.0
david14,The delievry experience was staisfactory.,2024-10-12,371,5,0,0,Neutral,Saturday,October,Rainy,5,7.4,74.2,0.0,0.0
atrujillo,Overall pleased with the pircing.,2024-07-19,55,5,0,0,Pleased,Friday,July,Summer,5,5.8,11.0,,
quinnkatelyn,A neutral feeling towards thec ustomre care.,2025-01-17,401,7,0,0,Neutral,Friday,January,Winter,7,5.428571428571429,57.285714285714285,0.0,0.0
justinmoore,Really angry with the website navigtaion.,2024-12-24,130,6,0,0,Angry,Tuesday,December,Winter,6,6.0,21.666666666666668,-2.0,-2.0
natalie37,Nice job on th ebilling issues!,2024-10-12,242,6,0,0,Pleased,Saturday,October,Rainy,6,4.333333333333333,40.333333333333336,,
johnsonsally,I am extremely happ ywith the payment process.,2023-12-07,388,8,1,0,Happy,Thursday,December,Winter,8,4.875,48.5,1.0,1.0
kdelgado,Aevrage experience w/ teh customer care.,2025-01-17,399,6,0,0,Neutral,Friday,January,Winter,6,6.166666666666667,66.5,0.0,0.0
dorissanchez,aCn't believe ho wbad the product quality was.,2025-04-19,166,8,0,1,Angry,Saturday,April,Spring,8,4.875,20.75,-2.0,-2.0
phillipssherry,Can't believeh ow bad the support tea mwas.,2024-03-17,61,8,0,0,Angry,Sunday,March,Spring,8,4.5,7.625,-2.0,-2.0
theodorefernandez,Th erpoduct availability met my expectations.,2025-04-06,58,6,0,0,Pleased,Sunday,April,Spring,6,6.666666666666667,9.666666666666666,,
clayton39,Neither good nor bad aobut iblling issues.,2023-12-03,21,7,0,0,Neutral,Sunday,December,Winter,7,5.142857142857143,3.0,0.0,0.0
gregory16,I'm uqite pleased w/ the delivery experienec.,2023-09-15,232,7,0,0,Pleased,Friday,September,Rainy,7,5.857142857142857,33.142857142857146,,
campbellcarrie,I feel sad about hte pricing.,2025-01-31,477,6,0,0,Sad,Friday,January,Winter,6,4.0,79.5,-1.0,-1.0
smithcharles,Theb illing issues met my expectations.,2024-06-26,225,6,0,0,Pleased,Wednesday,June,Summer,6,5.666666666666667,37.5,,
michael10,A netural feeling towards the ersponse time.,2023-12-15,400,7,0,0,Neutral,Friday,December,Winter,7,5.428571428571429,57.142857142857146,0.0,0.0
walkerjoseph,I' mdisappointed with the pricing.,2023-06-24,122,5,0,0,Sad,Saturday,June,Summer,5,6.0,24.4,-1.0,-1.0
estevens,I'm quite pleased iwth thed elivery experience.,2024-03-29,154,7,0,0,Pleased,Friday,March,Spring,7,5.857142857142857,22.0,,
melissajohnson,Neither ogo dnor bad about order tracking.,2024-03-11,300,7,0,0,Neutral,Monday,March,Spring,7,5.142857142857143,42.85714285714285,0.0,0.0
pcantrell,I'm disappointed with the uspport team.,2025-04-05,158,6,0,0,Sad,Saturday,April,Spring,6,5.666666666666667,26.33333333333333,-1.0,-1.0
estesrebecca,Neither good nor bad abuot pricing.,2024-09-04,301,6,0,0,Neutral,Wednesday,September,Rainy,6,5.0,50.16666666666666,0.0,0.0
alecmcdonald,Pretty good website naviagtino experience.,2023-10-30,71,5,0,0,Pleased,Monday,October,Rainy,5,7.6,14.2,,
jeffreyhamilton,Worst paymen tprocess ever.,2025-01-10,378,4,0,0,Angry,Friday,January,Winter,4,6.0,94.5,-2.0,-2.0
michael64,I am xetremely happy wit hthe support team.,2024-02-27,267,8,0,0,Happy,Tuesday,February,Winter,8,4.5,33.375,1.0,1.0
pmiller,I feel sda about the return policy.,2024-04-14,422,7,0,0,Sad,Sunday,April,Spring,7,4.142857142857143,60.285714285714285,-1.0,-1.0
veronica87,Pretty ogod customer srevice experience.,2023-07-19,437,5,0,0,Pleased,Wednesday,July,Summer,5,7.2,87.4,,
chapmanbarbara,Regretful epxerience regarding pricing.,2024-12-11,47,4,0,0,Sad,Wednesday,December,Winter,4,9.0,11.75,-1.0,-1.0
gonzalezjohn,Very upsetting customer crae expereince.,2023-08-18,424,5,0,0,Sad,Friday,August,Rainy,5,7.2,84.8,-1.0,-1.0
rebeccascott,I am extermely happy with the webiste navigation.,2024-11-02,325,8,0,0,Happy,Saturday,November,Fall,8,5.25,40.625,1.0,1.0
monicabrady,"The delivery epxerience was okay, nothing specail.",2024-09-03,174,7,0,0,Neutral,Tuesday,September,Rainy,7,6.285714285714286,24.857142857142858,0.0,0.0
robertlucas,erVy upsetting product availability experience.,2024-11-27,489,5,0,0,Sad,Wednesday,November,Fall,5,8.6,97.8,-1.0,-1.0
phernandez,Not what I expectedf rom custmoer service.,2025-04-25,250,7,0,0,Sad,Friday,April,Spring,7,5.142857142857143,35.714285714285715,-1.0,-1.0
jasonhall,The customer service met mye xpecttaions.,2025-01-22,18,6,0,0,Pleased,Wednesday,January,Winter,6,6.0,3.0,,
jennifer95,Average experience w/ hte produc tquality.,2024-06-15,147,6,0,0,Neutral,Saturday,June,Summer,6,6.5,24.5,0.0,0.0
kathleen74,The customer crae was satisfactory.,2025-03-22,444,5,0,0,Neutral,Saturday,March,Spring,5,6.2,88.8,0.0,0.0
markwheeler,Very satisfied iwth the customer care!,2023-12-26,156,6,0,0,Happy,Tuesday,December,Winter,6,5.5,26.0,1.0,2.0
monica60,The website navigationm et mye xpectations.,2023-10-23,408,6,0,0,Pleased,Monday,October,Rainy,6,6.333333333333333,68.0,,
warnertony,Wors tsupport team ever.,2025-01-12,411,4,0,0,Angry,Sunday,January,Winter,4,5.25,102.75,-2.0,-2.0
matthew86,Exceptional ordert racking experience.,2024-11-17,37,4,0,0,Happy,Sunday,November,Fall,4,8.75,9.25,1.0,1.0
james87,Absolutley fruious about the support team!,2025-03-05,66,6,0,0,Angry,Wednesday,March,Spring,6,6.166666666666667,11.0,-2.0,-2.0
jack58,Prtety good return policy experience.,2023-06-05,277,5,0,0,Pleased,Monday,June,Summer,5,6.6,55.4,,
stacymoore,Really angry with the priicng.,2024-03-12,468,5,0,0,Angry,Tuesday,March,Spring,5,5.2,93.6,-2.0,-2.0
hollanddonald,Wonderful experience regaridng pricing.,2023-07-06,402,4,0,0,Happy,Thursday,July,Summer,4,9.0,100.5,1.0,1.0
charles57,Asbolutely furious about the customer crae!,2024-05-14,204,6,0,0,Angry,Tuesday,May,Summer,6,6.333333333333333,34.0,-2.0,-2.0
chloegarner,Average expereicne with the app usability.,2023-05-11,231,6,0,0,Neutral,Thursday,May,Summer,6,6.166666666666667,38.5,0.0,0.0
gregorygibson,Pretyt good response time experience.,2024-08-02,181,5,0,0,Pleased,Friday,August,Rainy,5,6.6,36.2,,
debbie40,Very uspetting customer care experienc.e,2024-10-21,399,5,0,0,Sad,Monday,October,Rainy,5,7.2,79.8,-1.0,-1.0
zwilliams,Th epayment process was satisfactory.,2025-01-16,279,5,0,0,Neutral,Thursday,January,Winter,5,6.6,55.8,0.0,0.0
herrerajerry,Very upsetting payment process experiecne.,2024-04-23,460,5,0,0,Sad,Tuesday,April,Spring,5,7.6,92.0,-1.0,-1.0
urocha,I a mextremely happy with the billing issue.s,2023-08-05,437,8,0,0,Happy,Saturday,August,Rainy,8,4.75,54.625,1.0,1.0
andrew84,Pretty good payemnt process experience.,2024-06-28,115,5,0,1,Pleased,Friday,June,Summer,5,7.0,23.0,,
qwilliams,"Th etechnical support waso kay, nothing special.",2023-07-08,136,7,0,0,Neutral,Saturday,July,Summer,7,6.0,19.428571428571427,0.0,0.0
vdavis,Exceptional deilvery experiecne experience.,2024-06-01,422,4,0,0,Happy,Saturday,June,Summer,4,10.0,105.5,1.0,1.0
lisafischer,I'm disappoinetd w/ the website anvigation.,2024-09-19,438,6,0,0,Sad,Thursday,September,Rainy,6,6.666666666666667,73.0,-1.0,-2.0
banksjason,Excpetional product quality experience.,2023-06-05,359,4,0,0,Happy,Monday,June,Summer,4,9.0,89.75,1.0,1.0
katherine43,Exceptioanl customer care experience.,2025-01-03,245,4,0,0,Happy,Friday,January,Winter,4,8.5,61.25,1.0,1.0
pgraham,I feel sad about the technical spuport.,2024-09-23,120,7,0,0,Sad,Monday,September,Rainy,7,4.714285714285714,17.142857142857142,-1.0,-1.0
vincentcollins,Very satisfiedw it hthe customer service!,2023-10-09,298,6,0,1,Happy,Monday,October,Rainy,6,6.0,49.66666666666666,1.0,1.0
michaelgoodwin,I'm disappointed wit hthe app usabiltiy.,2024-03-31,211,6,0,0,Sad,Sunday,March,Spring,6,5.833333333333333,35.166666666666664,-1.0,-1.0
weavermaria,I feel sad about the website navigatoi.n,2024-02-28,93,7,0,0,Sad,Wednesday,February,Winter,7,4.857142857142857,13.285714285714286,-1.0,-1.0
kristybarnes,Overall pleased witht he response time.,2023-10-04,296,6,0,0,Pleased,Wednesday,October,Rainy,6,5.666666666666667,49.333333333333336,,
yvettewilliams,The customer caer was satisfactory.,2025-03-07,391,5,0,0,Neutral,Friday,March,Spring,5,6.2,78.2,0.0,0.0
duncanabigail,I'm disapopinted wiht the website navigation.,2023-05-25,28,6,0,0,Sad,Thursday,May,Summer,6,6.666666666666667,4.666666666666667,-1.0,-1.0
clinton33,I am extremely happy with the resopnse tim.e,2024-01-01,140,8,0,0,Happy,Monday,January,Winter,8,4.625,17.5,1.0,1.0
flamb,The technical uspport was satisfactory.,2024-09-19,199,5,0,0,Neutral,Thursday,September,Rainy,5,7.0,39.8,0.0,0.0
christy94,Average experience iwth th edelivery experience.,2025-01-24,241,6,1,0,Neutral,Friday,January,Winter,6,7.166666666666667,40.16666666666666,0.0,0.0
ryanphilip,Not what I expectde from app usability.,2024-09-10,288,7,0,0,Sad,Tuesday,September,Rainy,7,4.714285714285714,41.142857142857146,-1.0,-1.0
salazarcatherine,Really angry w/ the billing issues.,2024-07-02,155,6,0,0,Angry,Tuesday,July,Summer,6,5.333333333333333,25.83333333333333,-2.0,-2.0
randalljohnson,Overall pleased with the order tracikgn.,2024-11-22,274,6,0,0,Pleased,Friday,November,Fall,6,5.833333333333333,45.66666666666666,,
maureen68,Regretful epxerience regarding delivery experiecne.,2024-06-26,160,5,0,0,Sad,Wednesday,June,Summer,5,9.4,32.0,-1.0,-1.0
stevenspencer,I am extremely happy with the order tracikn.g,2023-06-06,288,8,0,0,Happy,Tuesday,June,Summer,8,4.75,36.0,1.0,1.0
john07,Very upsetting customer car eexperinece.,2024-08-14,419,5,0,0,Sad,Wednesday,August,Rainy,5,7.2,83.8,-1.0,-1.0
gbarton,Pretty good payment process expreience.,2024-09-21,136,5,1,0,Pleased,Saturday,September,Rainy,5,7.0,27.2,,
charlesdrake,I'md isappointed with hte billing issues.,2023-09-07,236,6,0,0,Sad,Thursday,September,Rainy,6,6.0,39.333333333333336,-1.0,-1.0
hpage,Pretty good customer serivce expeirence.,2023-06-09,142,5,0,0,Pleased,Friday,June,Summer,5,7.2,28.4,,
gallaghernina,The product quality emt mye xpectations.,2024-05-25,291,6,0,0,Pleased,Saturday,May,Summer,6,5.833333333333333,48.5,,
robertsonjoseph,I am extrmeely happy w/ hte order tracking.,2023-12-05,429,8,0,0,Happy,Tuesday,December,Winter,8,4.75,53.625,1.0,1.0
michaelcruz,Not what I expectedf rom response time.,2024-09-18,154,7,0,0,Sad,Wednesday,September,Rainy,7,4.714285714285714,22.0,-1.0,-1.0
kevin48,Wonderful epxerience regrading website navigation.,2024-09-02,244,5,0,0,Happy,Monday,September,Rainy,5,9.2,48.8,1.0,1.0
shepardgary,"The technical support was okay ,nohting special.",2025-03-09,46,7,0,0,Neutral,Sunday,March,Spring,7,6.0,6.571428571428571,0.0,0.0
elizabethhuff,I'm quite pleadse w/ the response time.,2024-07-18,112,7,0,0,Pleased,Thursday,July,Summer,7,5.0,16.0,,
tara66,The pricign met my expectations.,2023-06-08,39,5,1,0,Pleased,Thursday,June,Summer,5,5.6,7.8,,
holly60,Exceptionla support team experience.,2023-06-12,83,4,0,0,Happy,Monday,June,Summer,4,8.25,20.75,1.0,1.0
troy59,Avearge experience with the odrer tracking.,2025-02-10,115,6,0,0,Neutral,Monday,February,Winter,6,6.333333333333333,19.166666666666668,0.0,0.0
gholland,I feel sad about the produtc availaiblity.,2024-03-02,382,7,0,0,Sad,Saturday,March,Spring,7,5.142857142857143,54.57142857142857,-1.0,-1.0
donalddavidson,Wonderful experience regaridng paymnet process.,2024-01-14,136,5,0,0,Happy,Sunday,January,Winter,5,8.6,27.2,1.0,-1.0
jeffreyboyd,Wonderfu lexperience regarding deilvery experience.,2023-06-15,145,5,0,0,Happy,Thursday,June,Summer,5,9.4,29.0,1.0,1.0
jrodriguez,Overall pleased with thep ricing.,2023-10-02,253,5,0,0,Pleased,Monday,October,Rainy,5,5.8,50.6,,
wendy11,I'm quite pleasd ewith the support team.,2024-09-11,254,7,0,0,Pleased,Wednesday,September,Rainy,7,4.857142857142857,36.285714285714285,,
deborahholder,Neither good onr bad about pricing.,2023-08-25,404,6,0,0,Neutral,Friday,August,Rainy,6,5.0,67.33333333333333,0.0,0.0
lawrencelarson,"The delivery experienec was okay, nothings pecial.",2024-09-24,262,7,0,0,Neutral,Tuesday,September,Rainy,7,6.285714285714286,37.42857142857143,0.0,0.0
trevinojeffrey,Wosrt customer service ever.,2024-07-15,235,4,0,0,Angry,Monday,July,Summer,4,6.25,58.75,-2.0,-2.0
stevengarcia,I feel sad about the productq uality.,2024-09-07,38,7,0,0,Sad,Saturday,September,Rainy,7,4.428571428571429,5.428571428571429,-1.0,-1.0
brownjulia,Pretty good pricing experiecne.,2024-09-05,95,4,0,0,Pleased,Thursday,September,Rainy,4,7.0,23.75,,
rkim,I'm dsiappointed with teh customer care.,2023-05-20,9,6,0,0,Sad,Saturday,May,Summer,6,5.833333333333333,1.5,-1.0,-1.0
cynthiajohnson,"The website navigation was okay, ntohing specila.",2023-10-28,463,7,1,1,Neutral,Saturday,October,Rainy,7,6.142857142857143,66.14285714285714,0.0,0.0
alex62,Regertful exeprience regarding customer care.,2025-04-12,68,5,0,0,Sad,Saturday,April,Spring,5,8.2,13.6,-1.0,-1.0
fcombs,Neither good nor abd abotu app usability.,2024-04-15,439,7,0,0,Neutral,Monday,April,Spring,7,5.0,62.71428571428572,0.0,0.0
sarah08,Not what I expected from delivery expeirenc.e,2024-01-19,147,7,0,0,Sad,Friday,January,Winter,7,5.571428571428571,21.0,-1.0,-1.0
hlyons,Th ewebsite navigation was satisfactor.y,2024-10-18,187,5,1,0,Neutral,Friday,October,Rainy,5,7.2,37.4,0.0,0.0
roy41,Verys atisfide with the product quality!,2024-07-24,404,6,0,0,Happy,Wednesday,July,Summer,6,5.833333333333333,67.33333333333333,1.0,1.0
christopherfranklin,I'm quite pleased with the payment rpcoess.,2023-07-29,347,7,0,0,Pleased,Saturday,July,Summer,7,5.285714285714286,49.57142857142857,,
thayes,I'm quite plesaed with the payemnt process.,2023-07-05,52,7,0,0,Pleased,Wednesday,July,Summer,7,5.285714285714286,7.428571428571429,,
richarddeleon,Absolutely fuirous abuot the app usability!,2024-01-31,109,6,0,0,Angry,Wednesday,January,Winter,6,6.333333333333333,18.166666666666668,-2.0,-2.0
nolanxavier,Absolutely furious baout the pricing!,2023-05-09,241,5,0,0,Angry,Tuesday,May,Summer,5,6.6,48.2,-2.0,-2.0
newmanjeremy,vOerall pleased with the response time.,2023-12-31,421,6,0,0,Pleased,Sunday,December,Winter,6,5.666666666666667,70.16666666666667,,
