Username,Comment,Comment_Date,Likes,Comment_Length,Has_Typo,Slang_Presence,Sentiment
sethguerrero,Absolutely furious about the product quality!,2023-06-28,208,6,1,0,Angry
emyers,I'm disappointed with the product availability.,2025-03-28,242,6,0,0,Sad
ugutierrez,Worst response time ever.,2025-03-19,467,4,0,0,Angry
xramirez,Very satisfied with the delivery experience!,2024-09-25,70,6,0,0,Happy
broberts,Exceptional customer service experience.,2023-06-26,88,4,0,0,Happy
carlosstephens,Worst support team ever.,2025-01-19,223,4,0,0,Angry
megan75,I'm quite pleased with the billing issues.,2023-05-23,239,7,0,0,Pleased
yorknicole,Really angry with the technical support.,2023-12-05,41,6,0,0,Angry
tara12,Worst response time ever.,2023-10-28,356,4,0,0,Angry
rwalker,Neither good nor bad about technical support.,2023-05-14,429,7,0,0,Neutral
laurenmcbride,I feel sad about the customer service.,2024-07-19,310,7,0,0,Sad
lorile,The return policy met my expectations.,2023-11-27,246,6,0,0,Pleased
terri64,Regretful experience regarding customer care.,2023-07-04,500,5,1,0,Sad
shawnandrews,Very upsetting website navigation experience.,2024-12-14,168,5,0,0,Sad
jonesmark,A neutral feeling towards the product availability.,2023-06-09,159,7,0,0,Neutral
ygarcia,Absolutely furious about the product availability!,2023-07-30,375,6,0,0,Angry
santiagotonya,Really angry with the technical support.,2024-08-11,484,6,0,0,Angry
lauren85,Terrible pricing handling.,2024-05-25,446,3,0,0,Angry
vtanner,The response time met my expectations.,2025-01-28,300,6,1,0,Pleased
ihamilton,A neutral feeling towards the website navigation.,2024-04-16,260,7,0,1,Neutral
larsonkathy,Not what I expected from billing issues.,2025-03-14,417,7,0,0,Sad
lthomas,Can't believe how bad the website navigation was.,2024-07-24,118,8,0,0,Angry
brettcoleman,Exceptional product quality experience.,2023-06-03,93,4,0,0,Happy
charles13,Pretty good pricing experience.,2024-05-10,101,4,0,0,Pleased
michael47,Can't believe how bad the pricing was.,2024-02-12,97,7,1,0,Angry
kimberlyhunter,Regretful experience regarding order tracking.,2024-06-06,368,5,0,0,Sad
moyerpatrick,I feel sad about the product quality.,2023-05-06,18,7,0,0,Sad
dlong,Very satisfied with the customer service!,2024-01-19,451,6,0,0,Happy
alawson,The delivery experience met my expectations.,2024-10-04,404,6,0,0,Pleased
jennifer28,I am extremely happy with the response time.,2025-04-02,351,8,0,0,Happy
angelamcguire,Regretful experience regarding pricing.,2023-10-17,75,4,0,0,Sad
pattersonmelissa,A neutral feeling towards the order tracking.,2024-11-16,124,7,0,0,Neutral
shelbyolson,"The pricing was okay, nothing special.",2023-07-06,152,6,0,0,Neutral
jeffrey86,Wonderful experience regarding response time.,2024-12-22,131,5,0,0,Happy
joseph83,Worst return policy ever.,2025-01-24,484,4,1,0,Angry
carol61,Pretty good pricing experience.,2024-02-25,281,4,0,0,Pleased
markhouse,Terrible billing issues handling.,2025-04-17,180,4,1,1,Angry
cynthiapowell,Overall pleased with the support team.,2024-12-20,50,6,0,0,Pleased
swilliams,I am extremely happy with the delivery experience.,2024-07-11,232,8,0,0,Happy
pacephillip,Absolutely furious about the technical support!,2024-03-07,139,6,0,0,Angry
colemansean,Average experience with the billing issues.,2023-10-25,194,6,0,1,Neutral
hannah61,I'm quite pleased with the payment process.,2023-11-08,243,7,0,0,Pleased
kwilson,Not what I expected from billing issues.,2024-08-14,60,7,0,1,Sad
phillipsmichele,Very satisfied with the delivery experience!,2023-09-14,65,6,0,0,Happy
nhodge,Average experience with the order tracking.,2024-08-04,304,6,0,0,Neutral
williampittman,Loved the payment process!,2024-03-13,203,4,0,0,Happy
jsmith,Very satisfied with the support team!,2024-12-26,353,6,0,0,Happy
barnold,Terrible product quality handling.,2023-07-03,53,4,0,1,Angry
nelsonchristopher,Can't believe how bad the customer care was.,2025-04-20,231,8,0,0,Angry
kevin37,Not what I expected from pricing.,2023-10-30,427,6,0,0,Sad
cooperbrian,The website navigation was satisfactory.,2024-07-05,308,5,0,1,Neutral
abigail87,Absolutely furious about the order tracking!,2024-07-08,298,6,0,1,Angry
john56,Regretful experience regarding product quality.,2025-03-10,229,5,0,0,Sad
grossalice,Worst response time ever.,2023-05-23,284,4,0,0,Angry
collinsteresa,Really angry with the delivery experience.,2024-05-09,14,6,0,0,Angry
nicholassullivan,Wonderful experience regarding app usability.,2023-10-27,482,5,0,0,Happy
qwalker,Worst payment process ever.,2025-01-20,306,4,0,0,Angry
craig74,Very satisfied with the response time!,2023-07-05,382,6,0,1,Happy
robertsonchristine,Loved the product quality!,2023-07-28,307,4,0,0,Happy
jonestroy,The website navigation met my expectations.,2023-05-20,373,6,1,0,Pleased
joshua88,Average experience with the website navigation.,2024-10-17,65,6,0,0,Neutral
icline,Average experience with the website navigation.,2023-07-13,19,6,0,0,Neutral
johnny75,I'm quite pleased with the pricing.,2023-11-14,465,6,1,0,Pleased
crystal59,I feel sad about the billing issues.,2024-02-28,211,7,0,0,Sad
ronald15,I'm quite pleased with the payment process.,2024-11-22,278,7,0,0,Pleased
mooneytaylor,Very satisfied with the technical support!,2024-12-30,415,6,0,0,Happy
williamslaura,I'm quite pleased with the product availability.,2024-03-13,91,7,0,0,Pleased
erinhorne,Overall pleased with the product availability.,2025-03-09,6,6,0,0,Pleased
davidunderwood,I'm disappointed with the product quality.,2025-01-21,209,6,0,0,Sad
johnny01,Wonderful experience regarding technical support.,2024-11-07,115,5,0,0,Happy
starkchris,Nice job on the customer service!,2023-08-20,1,6,0,0,Pleased
fforbes,Average experience with the website navigation.,2024-04-23,427,6,1,0,Neutral
onealjoshua,Nice job on the support team!,2025-02-07,395,6,0,0,Pleased
maynardkeith,I am extremely happy with the product quality.,2023-07-26,378,8,0,0,Happy
jamesdominguez,I'm disappointed with the website navigation.,2024-05-11,74,6,0,0,Sad
walkerlisa,A neutral feeling towards the customer service.,2023-10-29,66,7,0,1,Neutral
treyes,Neither good nor bad about support team.,2023-08-20,344,7,1,0,Neutral
thomas99,Really angry with the product quality.,2025-03-26,227,6,0,0,Angry
bruce03,"The payment process was okay, nothing special.",2025-04-24,353,7,0,0,Neutral
annette65,I feel sad about the customer service.,2024-03-03,85,7,0,0,Sad
johnashley,Exceptional customer care experience.,2024-08-30,458,4,0,0,Happy
baileyallen,Very upsetting response time experience.,2023-10-26,108,5,1,0,Sad
jacksonkristen,Very satisfied with the app usability!,2023-06-05,257,6,0,0,Happy
michael52,Loved the technical support!,2024-10-09,90,4,0,0,Happy
mendezlori,Terrible product quality handling.,2025-02-08,191,4,0,0,Angry
kingjoyce,Very satisfied with the response time!,2024-04-15,356,6,0,0,Happy
johnsonrobert,Exceptional payment process experience.,2024-11-10,454,4,1,0,Happy
benjamin01,Neither good nor bad about customer care.,2024-08-03,138,7,0,0,Neutral
haleynunez,Nice job on the product availability!,2024-08-16,57,6,0,0,Pleased
heatherpatterson,Nice job on the customer care!,2024-04-25,103,6,0,0,Pleased
rblackwell,Overall pleased with the payment process.,2024-09-22,240,6,0,0,Pleased
barnesmichael,I feel sad about the response time.,2024-02-20,403,7,0,0,Sad
stephanie27,Neither good nor bad about payment process.,2024-03-24,319,7,0,0,Neutral
montesrandy,Exceptional website navigation experience.,2025-04-23,221,4,0,0,Happy
ryan21,Really angry with the billing issues.,2024-03-24,417,6,1,0,Angry
rothdavid,I'm quite pleased with the return policy.,2024-12-01,129,7,0,0,Pleased
jacob08,Pretty good technical support experience.,2024-11-19,90,5,0,0,Pleased
cnichols,Terrible payment process handling.,2024-06-30,496,4,0,0,Angry
alanfarrell,Worst product availability ever.,2024-11-19,220,4,0,0,Angry
nicholasbenton,I am extremely happy with the order tracking.,2025-01-21,401,8,0,0,Happy
phillipswilliam,Nice job on the product availability!,2024-07-04,207,6,0,0,Pleased
stephanie20,Very satisfied with the product quality!,2024-01-12,286,6,0,0,Happy
pmercado,I feel sad about the response time.,2025-01-13,212,7,0,0,Sad
delacruzcraig,Nice job on the customer service!,2024-10-09,13,6,0,0,Pleased
edwardhebert,Overall pleased with the website navigation.,2024-11-28,381,6,0,0,Pleased
kaylacannon,Loved the customer service!,2025-02-22,126,4,0,0,Happy
randall89,Regretful experience regarding app usability.,2024-08-10,362,5,0,0,Sad
brandonwilliams,Nice job on the return policy!,2023-11-11,97,6,0,0,Pleased
potterpenny,Absolutely furious about the technical support!,2024-08-27,299,6,0,0,Angry
sandrafleming,Regretful experience regarding technical support.,2023-11-29,471,5,0,0,Sad
karen71,Nice job on the order tracking!,2023-11-22,61,6,0,0,Pleased
laurenpark,I'm disappointed with the app usability.,2024-01-22,287,6,0,0,Sad
johnsondonald,Worst technical support ever.,2024-10-04,109,4,0,0,Angry
sarahwade,Loved the website navigation!,2024-03-08,205,4,0,0,Happy
courtneyowens,"The return policy was okay, nothing special.",2024-12-20,238,7,0,0,Neutral
boltonaaron,Absolutely furious about the app usability!,2024-03-30,86,6,0,0,Angry
lambcolleen,Neither good nor bad about order tracking.,2024-05-06,212,7,0,0,Neutral
doliver,Very upsetting pricing experience.,2024-08-05,285,4,0,0,Sad
moorepaul,"The website navigation was okay, nothing special.",2023-09-15,435,7,0,0,Neutral
brady93,I feel sad about the delivery experience.,2025-04-13,210,7,0,0,Sad
pjones,Absolutely furious about the support team!,2024-08-19,128,6,0,0,Angry
perezmichael,"The support team was okay, nothing special.",2024-05-23,221,7,0,0,Neutral
melissa61,Overall pleased with the delivery experience.,2025-02-18,5,6,0,0,Pleased
berryheather,Regretful experience regarding customer care.,2024-09-28,428,5,0,0,Sad
taylorryan,I am extremely happy with the support team.,2023-11-25,440,8,0,0,Happy
tammy76,Very upsetting product quality experience.,2023-10-19,336,5,0,0,Sad
carl25,Worst order tracking ever.,2024-04-16,212,4,0,0,Angry
dustin08,Very upsetting return policy experience.,2025-03-20,193,5,0,0,Sad
ryanjackson,Really angry with the payment process.,2024-02-05,307,6,0,0,Angry
travisflores,The product quality was satisfactory.,2024-05-16,37,5,0,0,Neutral
angelamartin,Loved the delivery experience!,2024-05-16,497,4,0,0,Happy
destinydavies,A neutral feeling towards the response time.,2024-01-21,202,7,0,0,Neutral
paulprice,Can't believe how bad the pricing was.,2025-04-08,66,7,1,0,Angry
mmclaughlin,"The technical support was okay, nothing special.",2024-07-10,66,7,0,0,Neutral
wphillips,Very satisfied with the delivery experience!,2024-01-31,101,6,0,0,Happy
stephanie63,I feel sad about the return policy.,2024-04-19,93,7,0,0,Sad
mirandachristina,Absolutely furious about the customer service!,2024-12-06,184,6,0,0,Angry
shannon78,I'm quite pleased with the customer service.,2024-04-12,45,7,0,0,Pleased
tracy17,I am extremely happy with the website navigation.,2023-10-05,113,8,0,0,Happy
mendozakendra,I am extremely happy with the response time.,2024-12-06,153,8,0,0,Happy
umason,The response time met my expectations.,2023-09-05,208,6,1,0,Pleased
tmartin,Absolutely furious about the billing issues!,2024-02-16,120,6,0,0,Angry
brownpeter,Can't believe how bad the product quality was.,2023-07-24,223,8,0,0,Angry
lindsay71,Terrible return policy handling.,2025-01-17,67,4,0,0,Angry
melissa82,Neither good nor bad about app usability.,2025-01-20,382,7,0,0,Neutral
kevin08,The response time met my expectations.,2023-07-04,205,6,0,0,Pleased
mejiabrandon,Very satisfied with the customer service!,2024-01-11,285,6,0,0,Happy
ruth61,I am extremely happy with the technical support.,2024-11-07,61,8,0,0,Happy
stewartmelanie,The pricing met my expectations.,2024-12-30,216,5,0,0,Pleased
wmcneil,Not what I expected from payment process.,2024-10-02,179,7,0,1,Sad
brendacoleman,Loved the delivery experience!,2024-06-24,137,4,0,0,Happy
alexandergrant,Overall pleased with the pricing.,2024-10-24,123,5,0,0,Pleased
hwilliams,The pricing met my expectations.,2024-07-01,58,5,0,0,Pleased
brooksjacob,I feel sad about the product availability.,2024-07-04,481,7,0,0,Sad
timothymunoz,Absolutely furious about the product quality!,2023-08-29,43,6,0,0,Angry
doylezachary,Wonderful experience regarding billing issues.,2023-08-24,297,5,0,0,Happy
qlowe,I am extremely happy with the billing issues.,2024-11-10,110,8,0,0,Happy
michelle95,Neither good nor bad about return policy.,2024-11-18,29,7,0,0,Neutral
carrieroth,"The order tracking was okay, nothing special.",2024-06-21,467,7,0,0,Neutral
rpowell,I'm disappointed with the product availability.,2024-07-18,411,6,0,0,Sad
kbaird,Absolutely furious about the support team!,2025-01-26,367,6,0,0,Angry
dianaanderson,Wonderful experience regarding product availability.,2025-04-14,12,5,0,0,Happy
ygarcia,Very satisfied with the customer service!,2024-12-14,321,6,0,0,Happy
melissa65,Absolutely furious about the payment process!,2023-08-31,41,6,0,0,Angry
shodge,"The billing issues was okay, nothing special.",2024-09-28,343,7,0,0,Neutral
tjensen,Worst product availability ever.,2024-08-30,3,4,0,0,Angry
tnguyen,I'm quite pleased with the billing issues.,2023-08-01,111,7,1,1,Pleased
vaughnderrick,Exceptional product quality experience.,2024-02-21,488,4,0,0,Happy
adamsvanessa,Wonderful experience regarding response time.,2024-10-02,156,5,0,0,Happy
ronaldcoffey,"The customer service was okay, nothing special.",2023-05-20,237,7,0,0,Neutral
dustinmckinney,Very upsetting app usability experience.,2024-07-31,450,5,0,0,Sad
joseph79,Worst response time ever.,2023-11-08,94,4,0,0,Angry
holttodd,"The payment process was okay, nothing special.",2024-01-29,131,7,0,0,Neutral
bgallagher,Terrible customer service handling.,2023-11-29,34,4,0,0,Angry
jessica39,Wonderful experience regarding pricing.,2024-04-06,282,4,0,0,Happy
hoganjay,Very upsetting pricing experience.,2023-11-30,473,4,0,0,Sad
megan57,Regretful experience regarding pricing.,2023-05-14,153,4,0,0,Sad
gnelson,A neutral feeling towards the order tracking.,2023-12-22,421,7,0,0,Neutral
nlong,I'm disappointed with the app usability.,2023-12-29,424,6,1,0,Sad
zgriffith,Regretful experience regarding billing issues.,2023-10-16,84,5,0,0,Sad
huntergary,Not what I expected from product availability.,2023-09-10,81,7,0,0,Sad
aruiz,Regretful experience regarding product quality.,2023-06-14,95,5,0,0,Sad
vickie05,Neither good nor bad about website navigation.,2025-02-10,366,7,0,0,Neutral
cynthia11,Not what I expected from delivery experience.,2024-12-13,220,7,0,0,Sad
jesushenson,Terrible billing issues handling.,2024-04-16,360,4,0,0,Angry
cindy18,Wonderful experience regarding pricing.,2024-03-16,238,4,0,0,Happy
brownfrank,Very satisfied with the payment process!,2023-07-30,474,6,0,0,Happy
ashley26,Exceptional website navigation experience.,2023-12-31,335,4,0,0,Happy
paulrussell,Neither good nor bad about support team.,2024-11-12,299,7,0,0,Neutral
eric76,Not what I expected from website navigation.,2023-07-22,273,7,0,0,Sad
sarahhardy,Wonderful experience regarding delivery experience.,2024-07-20,38,5,0,0,Happy
obrewer,Can't believe how bad the app usability was.,2024-01-31,330,8,0,0,Angry
williamsashley,I am extremely happy with the app usability.,2024-12-22,315,8,0,0,Happy
nielsengrace,Loved the delivery experience!,2025-02-20,223,4,0,0,Happy
haguilar,Overall pleased with the customer service.,2023-05-02,181,6,0,0,Pleased
nancy60,Overall pleased with the payment process.,2023-05-15,473,6,0,0,Pleased
alexander73,I feel sad about the response time.,2025-02-16,180,7,0,0,Sad
shannon59,"The billing issues was okay, nothing special.",2024-06-04,248,7,0,0,Neutral
owatson,Not what I expected from product quality.,2024-01-05,54,7,1,0,Sad
danielle93,Neither good nor bad about product availability.,2024-01-23,108,7,1,0,Neutral
arielsmith,Average experience with the response time.,2024-10-17,156,6,0,0,Neutral
ymoore,Not what I expected from delivery experience.,2023-10-27,483,7,0,0,Sad
romanheather,A neutral feeling towards the return policy.,2025-02-22,105,7,0,0,Neutral
richard43,Average experience with the billing issues.,2023-07-12,146,6,0,0,Neutral
cbruce,"The billing issues was okay, nothing special.",2023-08-10,95,7,0,0,Neutral
andreariggs,I am extremely happy with the customer service.,2024-08-19,282,8,0,0,Happy
ericnguyen,The customer care was satisfactory.,2024-12-07,268,5,0,1,Neutral
jenniferrussell,Overall pleased with the product availability.,2025-02-05,156,6,1,0,Pleased
ejohns,The product quality met my expectations.,2023-05-20,480,6,0,0,Pleased
jmaxwell,A neutral feeling towards the payment process.,2024-03-04,221,7,0,1,Neutral
jenniferhenderson,The product availability met my expectations.,2023-05-02,172,6,0,0,Pleased
leslie23,Average experience with the pricing.,2024-02-21,442,5,0,0,Neutral
hluna,I feel sad about the customer service.,2024-04-24,95,7,0,1,Sad
fevans,Very satisfied with the support team!,2023-08-08,354,6,0,0,Happy
alexanderdiaz,Overall pleased with the support team.,2025-04-13,33,6,0,0,Pleased
patriciasmith,I'm disappointed with the billing issues.,2023-07-03,461,6,0,0,Sad
brayrachel,Loved the response time!,2024-05-04,496,4,1,0,Happy
sanchezvicki,Absolutely furious about the customer service!,2025-04-19,211,6,0,0,Angry
phernandez,Regretful experience regarding website navigation.,2024-07-03,284,5,1,1,Sad
greenechristina,Average experience with the billing issues.,2024-01-27,77,6,0,0,Neutral
sarah30,I feel sad about the payment process.,2024-06-29,489,7,0,0,Sad
fsims,Loved the delivery experience!,2025-03-12,14,4,0,1,Happy
nicholas14,Regretful experience regarding product quality.,2024-07-19,64,5,0,0,Sad
lambnicholas,Exceptional product availability experience.,2024-09-09,455,4,0,0,Happy
adamross,Really angry with the product availability.,2025-04-21,383,6,0,0,Angry
scottjennifer,Terrible website navigation handling.,2023-10-17,82,4,0,0,Angry
allison78,A neutral feeling towards the order tracking.,2024-02-25,241,7,0,0,Neutral
robert78,A neutral feeling towards the payment process.,2024-05-22,9,7,0,0,Neutral
taylormiguel,Neither good nor bad about order tracking.,2023-07-27,304,7,0,0,Neutral
ybaldwin,I feel sad about the return policy.,2023-09-12,414,7,0,0,Sad
alvarezmary,I feel sad about the return policy.,2024-05-17,321,7,0,0,Sad
willischristopher,Absolutely furious about the customer service!,2025-01-19,493,6,1,0,Angry
austindixon,Very satisfied with the delivery experience!,2024-12-16,105,6,0,0,Happy
lmorales,I feel sad about the order tracking.,2024-03-23,230,7,0,0,Sad
carterpatricia,Absolutely furious about the payment process!,2023-06-24,17,6,0,0,Angry
lmccall,I'm quite pleased with the app usability.,2023-08-07,365,7,0,0,Pleased
scott63,Really angry with the payment process.,2024-05-26,172,6,0,0,Angry
douglas94,Can't believe how bad the customer care was.,2024-02-01,431,8,0,0,Angry
elizabeth04,Terrible customer care handling.,2023-12-22,267,4,1,0,Angry
andre84,Terrible delivery experience handling.,2023-10-06,65,4,0,0,Angry
brownmichael,Average experience with the app usability.,2024-12-30,207,6,0,0,Neutral
martinezmichelle,Neither good nor bad about product quality.,2023-05-01,174,7,0,0,Neutral
caitlyn92,Loved the technical support!,2024-09-23,387,4,0,0,Happy
smurphy,The response time was satisfactory.,2023-05-24,141,5,1,1,Neutral
angela28,Neither good nor bad about customer care.,2024-08-27,281,7,0,0,Neutral
pricejennifer,Very satisfied with the product quality!,2025-01-08,471,6,0,0,Happy
tony44,Worst payment process ever.,2024-11-19,54,4,0,0,Angry
karen31,Worst response time ever.,2024-09-19,258,4,0,0,Angry
reynoldskristi,Loved the app usability!,2024-04-02,150,4,1,0,Happy
alex43,Very upsetting return policy experience.,2024-04-07,164,5,0,0,Sad
kgalloway,Really angry with the product quality.,2024-07-24,195,6,0,1,Angry
mendozacarlos,Neither good nor bad about technical support.,2025-04-24,254,7,1,0,Neutral
znichols,Can't believe how bad the payment process was.,2025-01-25,254,8,0,0,Angry
melody38,Regretful experience regarding product availability.,2024-02-01,266,5,0,0,Sad
gmiranda,Pretty good website navigation experience.,2023-12-11,482,5,1,1,Pleased
davenportpamela,Overall pleased with the payment process.,2024-07-24,408,6,0,0,Pleased
audreymccoy,The delivery experience met my expectations.,2023-11-05,196,6,0,0,Pleased
hlee,Exceptional payment process experience.,2024-06-12,168,4,0,0,Happy
amandadavis,Exceptional delivery experience experience.,2024-12-22,328,4,0,0,Happy
joshua38,Very satisfied with the customer care!,2023-12-09,488,6,0,0,Happy
shannon04,Absolutely furious about the app usability!,2023-10-09,161,6,0,0,Angry
carrpatricia,Loved the website navigation!,2023-05-25,224,4,0,0,Happy
hgutierrez,Can't believe how bad the customer care was.,2023-10-19,312,8,0,0,Angry
maurice94,I feel sad about the product quality.,2023-10-09,233,7,0,0,Sad
kimberlycooke,Overall pleased with the website navigation.,2024-10-11,134,6,0,0,Pleased
robert86,Wonderful experience regarding billing issues.,2023-12-17,81,5,0,0,Happy
kclark,The response time was satisfactory.,2023-06-26,246,5,0,0,Neutral
cody31,Average experience with the technical support.,2025-01-01,223,6,0,0,Neutral
destiny64,Can't believe how bad the customer care was.,2025-04-17,213,8,0,0,Angry
sfigueroa,Loved the product availability!,2024-01-03,226,4,0,0,Happy
nhayden,Terrible order tracking handling.,2024-03-30,497,4,0,0,Angry
michaelharrison,Nice job on the website navigation!,2023-10-20,230,6,0,0,Pleased
ashley72,Absolutely furious about the support team!,2023-05-27,367,6,0,0,Angry
fosterzoe,Loved the technical support!,2023-05-26,266,4,0,0,Happy
michellesmith,Absolutely furious about the customer service!,2024-05-11,183,6,1,0,Angry
seanbrown,Absolutely furious about the response time!,2024-11-03,443,6,0,0,Angry
kimberly78,Really angry with the customer care.,2025-01-31,107,6,0,0,Angry
robert52,Really angry with the customer service.,2024-05-11,371,6,0,0,Angry
bryantcory,Very satisfied with the app usability!,2023-12-26,329,6,0,0,Happy
anthony07,Very satisfied with the customer care!,2024-03-05,404,6,0,0,Happy
ggarrison,Loved the payment process!,2025-03-21,391,4,0,0,Happy
leetyler,A neutral feeling towards the website navigation.,2023-10-05,112,7,1,0,Neutral
cynthialopez,Average experience with the order tracking.,2023-08-31,84,6,0,0,Neutral
cjordan,Nice job on the product quality!,2024-12-03,456,6,0,0,Pleased
daniel53,I am extremely happy with the technical support.,2025-03-19,75,8,1,0,Happy
claudiayoung,Nice job on the customer care!,2024-01-01,176,6,0,0,Pleased
ehart,I feel sad about the product availability.,2024-02-18,107,7,0,0,Sad
ricardowoods,"The app usability was okay, nothing special.",2024-05-26,384,7,0,0,Neutral
salazarmanuel,I'm disappointed with the billing issues.,2024-07-25,421,6,0,0,Sad
adrian04,The app usability met my expectations.,2023-06-10,495,6,0,0,Pleased
timothywilliams,I am extremely happy with the customer service.,2024-06-13,330,8,0,0,Happy
noah34,Loved the customer care!,2025-01-22,119,4,0,0,Happy
iwilliams,Neither good nor bad about app usability.,2024-10-16,451,7,0,0,Neutral
katelynlawson,Neither good nor bad about product quality.,2024-12-26,412,7,0,0,Neutral
welchmegan,Regretful experience regarding app usability.,2024-08-09,57,5,0,0,Sad
lauramccarty,I am extremely happy with the pricing.,2024-06-10,196,7,0,0,Happy
mibarra,I'm disappointed with the website navigation.,2024-07-02,67,6,0,0,Sad
laura17,"The product quality was okay, nothing special.",2024-10-14,17,7,0,0,Neutral
danielle34,Absolutely furious about the product availability!,2024-04-21,111,6,0,0,Angry
ithomas,Not what I expected from return policy.,2024-06-15,29,7,0,0,Sad
grayryan,Wonderful experience regarding billing issues.,2023-12-12,180,5,0,0,Happy
carrie28,Regretful experience regarding customer service.,2023-12-25,21,5,0,0,Sad
kristensmith,Nice job on the payment process!,2023-06-24,379,6,0,0,Pleased
stephanierubio,Not what I expected from app usability.,2024-11-05,374,7,0,0,Sad
tranethan,Really angry with the delivery experience.,2024-09-06,140,6,0,0,Angry
marissa96,Regretful experience regarding delivery experience.,2025-01-26,82,5,0,0,Sad
larrytaylor,I am extremely happy with the technical support.,2023-12-19,424,8,0,0,Happy
elizabethboyd,The delivery experience was satisfactory.,2023-05-09,445,5,0,0,Neutral
lisacompton,Neither good nor bad about app usability.,2024-04-13,254,7,0,0,Neutral
wesleywhite,Neither good nor bad about billing issues.,2023-11-28,331,7,1,0,Neutral
richardsjose,Worst support team ever.,2023-06-27,390,4,1,0,Angry
paulbell,I'm quite pleased with the billing issues.,2024-01-05,488,7,0,0,Pleased
scottcaroline,Exceptional product availability experience.,2024-02-20,115,4,0,0,Happy
medinapeter,Loved the product availability!,2023-07-10,176,4,0,0,Happy
vmacdonald,Pretty good response time experience.,2024-01-26,302,5,0,0,Pleased
calderondavid,The payment process was satisfactory.,2023-10-28,200,5,0,0,Neutral
john65,Not what I expected from order tracking.,2023-11-26,272,7,0,0,Sad
edward57,Pretty good response time experience.,2024-10-24,458,5,0,0,Pleased
robert07,Can't believe how bad the billing issues was.,2024-05-24,327,8,0,0,Angry
browntara,Loved the order tracking!,2025-04-27,249,4,0,0,Happy
hartzachary,The pricing met my expectations.,2023-10-02,275,5,0,0,Pleased
hphillips,Regretful experience regarding pricing.,2025-03-26,191,4,1,0,Sad
gwatts,I feel sad about the pricing.,2024-05-08,322,6,0,0,Sad
thomasvillarreal,The customer care was satisfactory.,2023-08-28,475,5,0,0,Neutral
tonysmith,"The customer service was okay, nothing special.",2025-01-16,153,7,0,0,Neutral
sheltongabriel,Terrible product quality handling.,2024-03-23,37,4,1,0,Angry
carlos56,Neither good nor bad about payment process.,2025-04-15,72,7,0,0,Neutral
danny67,I'm disappointed with the pricing.,2024-01-09,44,5,0,0,Sad
jonessusan,I'm disappointed with the return policy.,2024-10-13,291,6,0,0,Sad
bernard55,Worst response time ever.,2023-05-14,351,4,0,0,Angry
bakerdavid,A neutral feeling towards the return policy.,2024-12-16,467,7,0,0,Neutral
stanleyjoel,Neither good nor bad about order tracking.,2023-09-10,476,7,0,0,Neutral
oreid,Overall pleased with the order tracking.,2025-04-17,157,6,0,0,Pleased
peterskyle,Loved the app usability!,2023-09-16,401,4,0,0,Happy
emily33,I'm quite pleased with the technical support.,2024-08-05,163,7,0,1,Pleased
randy04,Overall pleased with the customer care.,2024-09-14,284,6,0,0,Pleased
tony69,Very upsetting app usability experience.,2025-04-22,402,5,0,0,Sad
escobarjennifer,Nice job on the customer service!,2025-04-19,30,6,0,0,Pleased
ygarcia,Nice job on the product availability!,2024-09-20,280,6,0,0,Pleased
spencerolivia,Really angry with the billing issues.,2024-09-07,71,6,0,1,Angry
dominicparks,Not what I expected from billing issues.,2025-02-04,58,7,0,0,Sad
timothycameron,Nice job on the website navigation!,2023-12-24,16,6,0,0,Pleased
gstevens,I feel sad about the customer service.,2025-01-02,87,7,0,1,Sad
scottdaniel,Not what I expected from technical support.,2024-10-29,401,7,0,0,Sad
wayne12,Very upsetting payment process experience.,2023-08-06,72,5,0,0,Sad
ldavis,Loved the product quality!,2023-07-01,88,4,0,0,Happy
lowerymichael,Very satisfied with the order tracking!,2023-06-17,33,6,0,0,Happy
ymadden,The payment process met my expectations.,2024-01-26,156,6,0,0,Pleased
jennifer50,Really angry with the payment process.,2024-11-30,261,6,0,0,Angry
andrew41,Can't believe how bad the delivery experience was.,2023-09-30,335,8,0,0,Angry
larsonbrianna,Very upsetting response time experience.,2024-08-24,76,5,0,0,Sad
jasonschmidt,I'm quite pleased with the customer service.,2024-01-07,355,7,0,0,Pleased
martinnancy,Overall pleased with the payment process.,2024-07-03,490,6,1,0,Pleased
ghenderson,Neither good nor bad about product quality.,2024-11-04,95,7,0,0,Neutral
adrianarias,Exceptional product availability experience.,2023-07-24,99,4,0,0,Happy
aguilaramy,I'm disappointed with the return policy.,2023-12-23,393,6,0,0,Sad
goodmanrenee,The payment process met my expectations.,2023-06-17,330,6,0,0,Pleased
rogersjay,Exceptional product quality experience.,2024-08-06,38,4,0,0,Happy
lanepatrick,Neither good nor bad about delivery experience.,2024-04-14,208,7,0,0,Neutral
andersonmichael,Exceptional response time experience.,2024-07-28,293,4,0,0,Happy
medwards,The pricing was satisfactory.,2025-02-25,347,4,0,0,Neutral
flawson,The response time met my expectations.,2024-12-19,151,6,0,0,Pleased
seanyoung,Terrible product availability handling.,2024-12-05,498,4,0,0,Angry
harrisjeffrey,Average experience with the app usability.,2025-03-05,153,6,0,0,Neutral
changcourtney,The billing issues was satisfactory.,2025-01-03,254,5,0,0,Neutral
caitlinhenry,Loved the website navigation!,2023-10-03,382,4,0,0,Happy
